RetainedRef	DuplicateRef
ENST00000709742.1	ENST00000445378.5
ENST00000644758.1	ENST00000555590.5
ENST00000634099.1	ENST00000615858.1
ENST00000637516.1	ENST00000482103.1
ENST00000627705.2	ENST00000425755.5
ENST00000642223.1	ENST00000258807.5
ENST00000643880.1	ENST00000558279.5
ENST00000708932.1	ENST00000550846.5
ENST00000628226.2	ENST00000625319.2
ENST00000628226.2	ENST00000525891.5
ENST00000425250.6	ENST00000627114.2
ENST00000640818.1	ENST00000518702.5
ENST00000640319.1	ENST00000428364.2
ENST00000631070.1	ENST00000506915.1
ENST00000711198.1	ENST00000430536.7
ENST00000450433.1	ENST00000447604.1
ENST00000450433.1	ENST00000444590.1
ENST00000621720.2	ENST00000392449.4
ENST00000707795.1	ENST00000575957.1
ENST00000708152.1	ENST00000264972.10
ENST00000619491.2	ENST00000379853.6
ENST00000671790.1	ENST00000343945.5
ENST00000628540.1	ENST00000513757.5
ENST00000673469.1	ENST00000479089.5
ENST00000634077.1	ENST00000546060.5
ENST00000430761.1	ENST00000440821.1
ENST00000430761.1	ENST00000419153.1
ENST00000430233.2	ENST00000427374.2
ENST00000646982.1	ENST00000542529.5
ENST00000710256.1	ENST00000636049.1
ENST00000631766.1	ENST00000573398.1
ENST00000633629.1	ENST00000446298.1
ENST00000632954.1	ENST00000397604.7
ENST00000634167.1	ENST00000531088.5
ENST00000625797.1	ENST00000371991.3
ENST00000456436.5	ENST00000422428.5
ENST00000622104.1	ENST00000615158.1
ENST00000622104.1	ENST00000622262.1
ENST00000622104.1	ENST00000617321.1
ENST00000622104.1	ENST00000601903.1
ENST00000711230.1	ENST00000491683.6
ENST00000650474.1	ENST00000650610.1
ENST00000631699.1	ENST00000390256.2
ENST00000636275.2	ENST00000392222.7
ENST00000465752.1	ENST00000626906.1
ENST00000642704.1	ENST00000558703.1
ENST00000639102.1	ENST00000393438.6
ENST00000620516.4	ENST00000611498.4
ENST00000620516.4	ENST00000614842.4
ENST00000632267.1	ENST00000425951.1
ENST00000571525.3	ENST00000615504.2
ENST00000571525.3	ENST00000607293.3
ENST00000710170.1	ENST00000704018.1
ENST00000673377.1	ENST00000652110.1
ENST00000414395.1	ENST00000449659.1
ENST00000622393.1	ENST00000617578.4
ENST00000622393.1	ENST00000619468.4
ENST00000707577.1	ENST00000454543.1
ENST00000633210.1	ENST00000454908.1
ENST00000645472.1	ENST00000560521.5
ENST00000632875.1	ENST00000576644.1
ENST00000632875.1	ENST00000542658.1
ENST00000632467.1	ENST00000445719.2
ENST00000672484.1	ENST00000589239.5
ENST00000709682.1	ENST00000447036.5
ENST00000709739.1	ENST00000409773.5
ENST00000452937.6	ENST00000439039.6
ENST00000452937.6	ENST00000383088.8
ENST00000452937.6	ENST00000447741.6
ENST00000452937.6	ENST00000395194.1
ENST00000647258.1	ENST00000558074.1
ENST00000618692.1	ENST00000611302.1
ENST00000708722.1	ENST00000556349.1
ENST00000438812.5	ENST00000454570.5
ENST00000632558.1	ENST00000532571.1
ENST00000644376.1	ENST00000413692.6
ENST00000711270.1	ENST00000507418.6
ENST00000672814.1	ENST00000575283.5
ENST00000621280.1	ENST00000351841.2
ENST00000628596.1	ENST00000618359.1
ENST00000628596.1	ENST00000508157.3
ENST00000548717.3	ENST00000549852.4
ENST00000548717.3	ENST00000551669.4
ENST00000452856.1	ENST00000427687.1
ENST00000452856.1	ENST00000447504.1
ENST00000452856.1	ENST00000412630.1
ENST00000452856.1	ENST00000429846.1
ENST00000614655.1	ENST00000616357.1
ENST00000614655.1	ENST00000615511.1
ENST00000614655.1	ENST00000497518.1
ENST00000672295.1	ENST00000254325.9
ENST00000673533.1	ENST00000576594.1
ENST00000672332.1	ENST00000254323.6
ENST00000635411.1	ENST00000602238.1
ENST00000434083.5	ENST00000439630.5
ENST00000434083.5	ENST00000422904.5
ENST00000710036.1	ENST00000474671.6
ENST00000440777.5	ENST00000439710.5
ENST00000440777.5	ENST00000375895.6
ENST00000573055.5	ENST00000575273.5
ENST00000573055.5	ENST00000571089.2
ENST00000639771.1	ENST00000521868.1
ENST00000632940.1	ENST00000574545.1
ENST00000632308.1	ENST00000547918.2
ENST00000673015.1	ENST00000588523.1
ENST00000673098.1	ENST00000399287.7
ENST00000634832.1	ENST00000374601.7
ENST00000710233.1	ENST00000634852.1
ENST00000671794.1	ENST00000400723.8
ENST00000708362.1	ENST00000622991.1
ENST00000475174.5	ENST00000489340.5
ENST00000464837.5	ENST00000487549.1
ENST00000711135.1	ENST00000696230.1
ENST00000427564.1	ENST00000424637.1
ENST00000710002.1	ENST00000361887.5
ENST00000411415.5	ENST00000439691.5
ENST00000411415.5	ENST00000445783.5
ENST00000411415.5	ENST00000441479.5
ENST00000411415.5	ENST00000442537.5
ENST00000444726.5	ENST00000428098.5
ENST00000642876.1	ENST00000475577.5
ENST00000416363.6	ENST00000433376.6
ENST00000707844.1	ENST00000486719.5
ENST00000640651.1	ENST00000639883.1
ENST00000640046.1	ENST00000520794.1
ENST00000708089.1	ENST00000605866.5
ENST00000708557.1	ENST00000595891.2
ENST00000645325.2	ENST00000216802.10
ENST00000634797.1	ENST00000506754.1
ENST00000633166.1	ENST00000570679.1
ENST00000632760.1	ENST00000521488.1
ENST00000632103.1	ENST00000465170.1
ENST00000710460.1	ENST00000526752.3
ENST00000708844.1	ENST00000641082.1
ENST00000708295.1	ENST00000530339.2
ENST00000625388.2	ENST00000348817.7
ENST00000708202.1	ENST00000358472.3
ENST00000709814.1	ENST00000457039.6
ENST00000647115.1	ENST00000559588.5
ENST00000708297.1	ENST00000672575.1
ENST00000633714.1	ENST00000390547.3
ENST00000711282.1	ENST00000483079.6
ENST00000460691.1	ENST00000466203.1
ENST00000460691.1	ENST00000493561.1
ENST00000460691.1	ENST00000465869.1
ENST00000460691.1	ENST00000467770.1
ENST00000460691.1	ENST00000484832.1
ENST00000708764.1	ENST00000553984.1
ENST00000710571.1	ENST00000532443.1
ENST00000711195.1	ENST00000463763.6
ENST00000630544.1	ENST00000526141.1
ENST00000642204.1	ENST00000559882.1
ENST00000672283.1	ENST00000673515.1
ENST00000672283.1	ENST00000672276.1
ENST00000672283.1	ENST00000672598.1
ENST00000630419.2	ENST00000622474.4
ENST00000709327.1	ENST00000630396.1
ENST00000673348.1	ENST00000575415.1
ENST00000468139.1	ENST00000489115.1
ENST00000468139.1	ENST00000484194.1
ENST00000708482.1	ENST00000519548.5
ENST00000708584.1	ENST00000456112.1
ENST00000708129.1	ENST00000630892.3
ENST00000635125.1	ENST00000381057.3
ENST00000709396.1	ENST00000373567.6
ENST00000710211.1	ENST00000704098.1
ENST00000628591.2	ENST00000508765.5
ENST00000636505.1	ENST00000449699.5
ENST00000410903.1	ENST00000410922.1
ENST00000630249.1	ENST00000476686.1
ENST00000638565.1	ENST00000639644.1
ENST00000638565.1	ENST00000638315.1
ENST00000638565.1	ENST00000640186.1
ENST00000638565.1	ENST00000610720.1
ENST00000630582.2	ENST00000627424.2
ENST00000421042.6	ENST00000412443.6
ENST00000710068.1	ENST00000634461.1
ENST00000644602.1	ENST00000557802.5
ENST00000630167.2	ENST00000453143.5
ENST00000634790.2	ENST00000374561.6
ENST00000639903.1	ENST00000574794.1
ENST00000633605.1	ENST00000534232.5
ENST00000632740.1	ENST00000483224.5
ENST00000707931.1	ENST00000482196.5
ENST00000707763.1	ENST00000572270.1
ENST00000633255.1	ENST00000576721.5
ENST00000708941.1	ENST00000677712.1
ENST00000634245.2	ENST00000221418.9
ENST00000634548.1	ENST00000608765.1
ENST00000632186.1	ENST00000571255.1
ENST00000632186.1	ENST00000534923.1
ENST00000710070.1	ENST00000485431.1
ENST00000707205.1	ENST00000545444.5
ENST00000424250.2	ENST00000633269.1
ENST00000708965.1	ENST00000547757.2
ENST00000633922.1	ENST00000572075.5
ENST00000707381.1	ENST00000496239.5
ENST00000650078.1	ENST00000648847.1
ENST00000427822.6	ENST00000426138.6
ENST00000631470.1	ENST00000615319.1
ENST00000711555.1	ENST00000525249.1
ENST00000631021.3	ENST00000375436.9
ENST00000645359.1	ENST00000537691.5
ENST00000672017.1	ENST00000318003.11
ENST00000451042.5	ENST00000415170.5
ENST00000451042.5	ENST00000438641.5
ENST00000483049.1	ENST00000486923.1
ENST00000483049.1	ENST00000469411.5
ENST00000483049.1	ENST00000459936.1
ENST00000483049.1	ENST00000485053.5
ENST00000708439.1	ENST00000582029.1
ENST00000614389.4	ENST00000539848.5
ENST00000673059.1	ENST00000543974.5
ENST00000644767.1	ENST00000436448.1
ENST00000635825.1	ENST00000629458.1
ENST00000635825.1	ENST00000636841.1
ENST00000635825.1	ENST00000506434.1
ENST00000708742.1	ENST00000398163.6
ENST00000673214.1	ENST00000268082.4
ENST00000672375.1	ENST00000575975.5
ENST00000400139.5	ENST00000433880.5
ENST00000434217.2	ENST00000421596.2
ENST00000434217.2	ENST00000447174.2
ENST00000434217.2	ENST00000452453.2
ENST00000434217.2	ENST00000448779.2
ENST00000434217.2	ENST00000376151.4
ENST00000673578.1	ENST00000543728.1
ENST00000642731.1	ENST00000538027.6
ENST00000633784.1	ENST00000573571.1
ENST00000710126.1	ENST00000704267.1
ENST00000644414.1	ENST00000557809.5
ENST00000633815.1	ENST00000542983.1
ENST00000626749.2	ENST00000628839.2
ENST00000626749.2	ENST00000573559.3
ENST00000450177.1	ENST00000422273.5
ENST00000450177.1	ENST00000449435.1
ENST00000450177.1	ENST00000452227.1
ENST00000450177.1	ENST00000430959.1
ENST00000647479.2	ENST00000559583.2
ENST00000708252.1	ENST00000560401.5
ENST00000709249.1	ENST00000529806.5
ENST00000618711.4	ENST00000620091.4
ENST00000632335.2	ENST00000645153.1
ENST00000633410.1	ENST00000343572.8
ENST00000627633.2	ENST00000554544.5
ENST00000707217.1	ENST00000433029.6
ENST00000440952.1	ENST00000441661.1
ENST00000440952.1	ENST00000418462.1
ENST00000489006.5	ENST00000471059.5
ENST00000610575.1	ENST00000621018.1
ENST00000610575.1	ENST00000613106.1
ENST00000610575.1	ENST00000610857.1
ENST00000610575.1	ENST00000611985.1
ENST00000610575.1	ENST00000614756.1
ENST00000610575.1	ENST00000619066.1
ENST00000610575.1	ENST00000612784.1
ENST00000610575.1	ENST00000611605.1
ENST00000610575.1	ENST00000425006.3
ENST00000638261.1	ENST00000521333.5
ENST00000484901.5	ENST00000488666.5
ENST00000484901.5	ENST00000464303.5
ENST00000484901.5	ENST00000493064.5
ENST00000484901.5	ENST00000466858.5
ENST00000484901.5	ENST00000411571.6
ENST00000633302.1	ENST00000616909.1
ENST00000468299.5	ENST00000461508.5
ENST00000632661.1	ENST00000545831.5
ENST00000639480.2	ENST00000638543.2
ENST00000707489.1	ENST00000575659.6
ENST00000616581.2	ENST00000620233.1
ENST00000613554.2	ENST00000615378.1
ENST00000614976.4	ENST00000615309.1
ENST00000614976.4	ENST00000611233.4
ENST00000614976.4	ENST00000617741.4
ENST00000614976.4	ENST00000618798.4
ENST00000614976.4	ENST00000616780.4
ENST00000644315.1	ENST00000489238.1
ENST00000710582.1	ENST00000683781.1
ENST00000640270.1	ENST00000574034.1
ENST00000710110.1	ENST00000619149.5
ENST00000673207.1	ENST00000397304.6
ENST00000708342.1	ENST00000708349.1
ENST00000708342.1	ENST00000624994.1
ENST00000708342.1	ENST00000624513.1
ENST00000633358.1	ENST00000567442.1
ENST00000625459.1	ENST00000556320.1
ENST00000452371.6	ENST00000455842.2
ENST00000671751.1	ENST00000558645.5
ENST00000710654.1	ENST00000471714.6
ENST00000708553.1	ENST00000600294.1
ENST00000672482.1	ENST00000575272.1
ENST00000620932.1	ENST00000567634.1
ENST00000627031.1	ENST00000481750.1
ENST00000487441.5	ENST00000471346.5
ENST00000487441.5	ENST00000474285.5
ENST00000487441.5	ENST00000462841.5
ENST00000487441.5	ENST00000465468.5
ENST00000632272.1	ENST00000487899.1
ENST00000639215.1	ENST00000520995.5
ENST00000479717.1	ENST00000626295.1
ENST00000467732.5	ENST00000490859.5
ENST00000411574.4	ENST00000376947.6
ENST00000673078.1	ENST00000559510.1
ENST00000473836.1	ENST00000461619.1
ENST00000473836.1	ENST00000496505.1
ENST00000647461.1	ENST00000559359.1
ENST00000576213.5	ENST00000465312.5
ENST00000481255.1	ENST00000476285.1
ENST00000481255.1	ENST00000490492.1
ENST00000481255.1	ENST00000480183.1
ENST00000481255.1	ENST00000461067.1
ENST00000481255.1	ENST00000469186.1
ENST00000626511.1	ENST00000496563.1
ENST00000710581.1	ENST00000682544.1
ENST00000622560.4	ENST00000618870.1
ENST00000614017.4	ENST00000617510.4
ENST00000614017.4	ENST00000620603.4
ENST00000614017.4	ENST00000617256.4
ENST00000614017.4	ENST00000614202.4
ENST00000614017.4	ENST00000612952.4
ENST00000614017.4	ENST00000639744.1
ENST00000614017.4	ENST00000472634.6
ENST00000707596.1	ENST00000707603.1
ENST00000707596.1	ENST00000707604.1
ENST00000707596.1	ENST00000423213.4
ENST00000707596.1	ENST00000598351.3
ENST00000707596.1	ENST00000622692.2
ENST00000707596.1	ENST00000420524.4
ENST00000635425.1	ENST00000508381.1
ENST00000640309.1	ENST00000463790.1
ENST00000490297.5	ENST00000482195.5
ENST00000618544.2	ENST00000450948.1
ENST00000468912.5	ENST00000482198.5
ENST00000468912.5	ENST00000461293.1
ENST00000468912.5	ENST00000461634.5
ENST00000622349.4	ENST00000611409.4
ENST00000643554.1	ENST00000533062.5
ENST00000414889.6	ENST00000442444.6
ENST00000709645.1	ENST00000425635.1
ENST00000444251.1	ENST00000411648.1
ENST00000444251.1	ENST00000447774.1
ENST00000444251.1	ENST00000456700.1
ENST00000444251.1	ENST00000457022.1
ENST00000633566.1	ENST00000522505.1
ENST00000647145.1	ENST00000433466.1
ENST00000632891.1	ENST00000464162.1
ENST00000428442.6	ENST00000443951.6
ENST00000428442.6	ENST00000375528.8
ENST00000708325.1	ENST00000289272.3
ENST00000646671.1	ENST00000559102.1
ENST00000711288.1	ENST00000489233.6
ENST00000628500.1	ENST00000555287.1
ENST00000673073.1	ENST00000567435.5
ENST00000628727.2	ENST00000599368.5
ENST00000631566.1	ENST00000616199.4
ENST00000711430.1	ENST00000675193.1
ENST00000709240.1	ENST00000526586.6
ENST00000619506.1	ENST00000538442.5
ENST00000672526.1	ENST00000449139.6
ENST00000493108.5	ENST00000494432.5
ENST00000709515.1	ENST00000699934.1
ENST00000572233.1	ENST00000485751.1
ENST00000630342.1	ENST00000614288.1
ENST00000673307.1	ENST00000575412.1
ENST00000672110.1	ENST00000589224.1
ENST00000498117.1	ENST00000486244.1
ENST00000645930.1	ENST00000559171.1
ENST00000708231.1	ENST00000560182.5
ENST00000629936.1	ENST00000428792.1
ENST00000616280.4	ENST00000444521.6
ENST00000419273.1	ENST00000431310.1
ENST00000419273.1	ENST00000441636.1
ENST00000707212.1	ENST00000542053.5
ENST00000633502.1	ENST00000531411.1
ENST00000632810.1	ENST00000429116.1
ENST00000547155.5	ENST00000552621.4
ENST00000547155.5	ENST00000549168.4
ENST00000547155.5	ENST00000550196.5
ENST00000643657.2	ENST00000673601.1
ENST00000633116.1	ENST00000628260.1
ENST00000633116.1	ENST00000581991.1
ENST00000432606.1	ENST00000455695.1
ENST00000708050.1	ENST00000483657.1
ENST00000475565.5	ENST00000482324.5
ENST00000475565.5	ENST00000468664.5
ENST00000475565.5	ENST00000464973.5
ENST00000475565.5	ENST00000490209.5
ENST00000575532.1	ENST00000524676.1
ENST00000708721.1	ENST00000554933.1
ENST00000709599.1	ENST00000572903.2
ENST00000709599.1	ENST00000394015.3
ENST00000634518.1	ENST00000395256.2
ENST00000631707.1	ENST00000465207.5
ENST00000635567.2	ENST00000248342.9
ENST00000672369.1	ENST00000577040.2
ENST00000619536.4	ENST00000366540.5
ENST00000626663.3	ENST00000371974.8
ENST00000631877.1	ENST00000614051.1
ENST00000708218.1	ENST00000559126.5
ENST00000476373.1	ENST00000628860.1
ENST00000639186.1	ENST00000644442.1
ENST00000645782.2	ENST00000569446.3
ENST00000635478.1	ENST00000392081.6
ENST00000640841.1	ENST00000581545.5
ENST00000707582.1	ENST00000420090.1
ENST00000673399.1	ENST00000484918.1
ENST00000419760.1	ENST00000447689.1
ENST00000635188.1	ENST00000602021.1
ENST00000430272.1	ENST00000416225.1
ENST00000430272.1	ENST00000453635.1
ENST00000430272.1	ENST00000422122.1
ENST00000430272.1	ENST00000425839.1
ENST00000610986.4	ENST00000611824.4
ENST00000643170.1	ENST00000558995.5
ENST00000632809.1	ENST00000590375.5
ENST00000708341.1	ENST00000625033.1
ENST00000707781.1	ENST00000390015.7
ENST00000709564.1	ENST00000606902.2
ENST00000445764.5	ENST00000424437.5
ENST00000445764.5	ENST00000417228.5
ENST00000445764.5	ENST00000438165.5
ENST00000445764.5	ENST00000455729.5
ENST00000445764.5	ENST00000432998.5
ENST00000445764.5	ENST00000416368.5
ENST00000710531.1	ENST00000522256.1
ENST00000646456.1	ENST00000525316.1
ENST00000643106.1	ENST00000559943.1
ENST00000633493.1	ENST00000620102.1
ENST00000710241.1	ENST00000634522.1
ENST00000711115.1	ENST00000390665.9
ENST00000708785.1	ENST00000556252.1
ENST00000644475.1	ENST00000561103.1
ENST00000710039.1	ENST00000247140.8
ENST00000639706.1	ENST00000639786.1
ENST00000639157.1	ENST00000643647.1
ENST00000620060.1	ENST00000612924.4
ENST00000620060.1	ENST00000611252.4
ENST00000620060.1	ENST00000619854.4
ENST00000620060.1	ENST00000610883.4
ENST00000620060.1	ENST00000620573.4
ENST00000620060.1	ENST00000616910.4
ENST00000620060.1	ENST00000616359.3
ENST00000643217.1	ENST00000400780.8
ENST00000671921.1	ENST00000569520.5
ENST00000635136.1	ENST00000412909.1
ENST00000633919.1	ENST00000559273.1
ENST00000639960.1	ENST00000639404.1
ENST00000639960.1	ENST00000639095.1
ENST00000629021.2	ENST00000627334.2
ENST00000629021.2	ENST00000626878.2
ENST00000633106.1	ENST00000560442.5
ENST00000708795.1	ENST00000398030.8
ENST00000632858.1	ENST00000572974.1
ENST00000708055.1	ENST00000421946.2
ENST00000438840.1	ENST00000416582.1
ENST00000438840.1	ENST00000400712.1
ENST00000711088.1	ENST00000642093.1
ENST00000642262.1	ENST00000396802.7
ENST00000626401.2	ENST00000374163.5
ENST00000418052.1	ENST00000430732.1
ENST00000418052.1	ENST00000451600.1
ENST00000645418.1	ENST00000559719.1
ENST00000639962.1	ENST00000311403.4
ENST00000710174.1	ENST00000704019.1
ENST00000709352.1	ENST00000639689.1
ENST00000633954.1	ENST00000572415.5
ENST00000635363.1	ENST00000597805.1
ENST00000639253.1	ENST00000582230.5
ENST00000648655.1	ENST00000649285.1
ENST00000634053.1	ENST00000517703.1
ENST00000638839.1	ENST00000639403.1
ENST00000638839.1	ENST00000638247.1
ENST00000638839.1	ENST00000618640.1
ENST00000638839.1	ENST00000614427.1
ENST00000638839.1	ENST00000613824.1
ENST00000633583.1	ENST00000633393.1
ENST00000633583.1	ENST00000631503.1
ENST00000644394.1	ENST00000587995.5
ENST00000632515.1	ENST00000570779.1
ENST00000629923.2	ENST00000627737.2
ENST00000388761.4	ENST00000672365.3
ENST00000502512.1	ENST00000625442.1
ENST00000643629.1	ENST00000536818.2
ENST00000629694.1	ENST00000529174.1
ENST00000620179.1	ENST00000617964.1
ENST00000672230.1	ENST00000502362.2
ENST00000471024.5	ENST00000486359.5
ENST00000471024.5	ENST00000478280.5
ENST00000471024.5	ENST00000471130.5
ENST00000471024.5	ENST00000466286.5
ENST00000520138.5	ENST00000519179.6
ENST00000632525.1	ENST00000572445.1
ENST00000625250.1	ENST00000448659.1
ENST00000707848.1	ENST00000481411.1
ENST00000630381.1	ENST00000477549.1
ENST00000631757.1	ENST00000576637.1
ENST00000610975.4	ENST00000391762.5
ENST00000637008.1	ENST00000456284.5
ENST00000633623.1	ENST00000564217.1
ENST00000611021.3	ENST00000625740.2
ENST00000573675.5	ENST00000487649.5
ENST00000709924.1	ENST00000474743.5
ENST00000498011.5	ENST00000486729.5
ENST00000673180.1	ENST00000538933.1
ENST00000707998.1	ENST00000483719.1
ENST00000613155.1	ENST00000611422.1
ENST00000630425.2	ENST00000367012.4
ENST00000628763.1	ENST00000531466.1
ENST00000415137.6	ENST00000455520.6
ENST00000632601.1	ENST00000617860.4
ENST00000632018.1	ENST00000517650.1
ENST00000616663.2	ENST00000220966.10
ENST00000672184.1	ENST00000543851.1
ENST00000632059.1	ENST00000526077.5
ENST00000644620.1	ENST00000559144.1
ENST00000442290.2	ENST00000422140.2
ENST00000442290.2	ENST00000418065.2
ENST00000442290.2	ENST00000422639.2
ENST00000457553.1	ENST00000421874.1
ENST00000457553.1	ENST00000419051.1
ENST00000673519.1	ENST00000432245.6
ENST00000633670.1	ENST00000519334.1
ENST00000635805.1	ENST00000450405.1
ENST00000625394.3	ENST00000396056.7
ENST00000632157.1	ENST00000577103.1
ENST00000672811.1	ENST00000588520.1
ENST00000672848.1	ENST00000541667.5
ENST00000630190.1	ENST00000545864.1
ENST00000431853.1	ENST00000627008.1
ENST00000672867.1	ENST00000397297.7
ENST00000710097.1	ENST00000495940.2
ENST00000632852.1	ENST00000626883.2
ENST00000632852.1	ENST00000571172.5
ENST00000435596.5	ENST00000437394.1
ENST00000435596.5	ENST00000458410.5
ENST00000435596.5	ENST00000411830.5
ENST00000435596.5	ENST00000458436.5
ENST00000435596.5	ENST00000446097.5
ENST00000435596.5	ENST00000413154.5
ENST00000632692.1	ENST00000536836.1
ENST00000638806.1	ENST00000439258.2
ENST00000707227.1	ENST00000543985.5
ENST00000615591.3	ENST00000628662.1
ENST00000612525.4	ENST00000406590.6
ENST00000631313.2	ENST00000491948.5
ENST00000629866.1	ENST00000632439.1
ENST00000672585.1	ENST00000416978.1
ENST00000630013.1	ENST00000621327.1
ENST00000708780.1	ENST00000555785.2
ENST00000672658.1	ENST00000672693.1
ENST00000672658.1	ENST00000672252.1
ENST00000672658.1	ENST00000672988.1
